0.0325,-5.528762,4.90396,0.383226,0.501205,-0.173183,0.003727,-0.031769,-0.001729,0.067383,0.997224,0.215581,-0.171279,11.017497,0.05526,0.189957,0.75853,-3.98365,1.238806,0.20544,1196.15139,1212.45924,1211.529,1142.92103,-781.176479,-1192.25843,-2158.51155,360.629423,164.091853,-0.006751,-0.023104,8.408669,-0.02323,0.015336,-0.003753,7.852951,0.002736,-1.274738,7.946341,0.002706,-1.284504,7.882725,0.002698,-1.310533,7.380153,0.002868,-1.318085
0.3075,-1.914234,-0.938275,-1.169713,0.350682,-0.028229,-0.001407,0.024932,-0.008578,0.067824,0.997349,0.040951,-0.073014,11.205107,0.051112,0.295169,1.042286,-3.979939,1.314155,0.450485,1213.86501,1250.95862,1217.12802,1224.63122,96.826135,872.079673,604.581232,-122.009639,163.573217,-0.006052,-0.036099,8.749296,-0.011948,-0.01267,-0.001392,7.735248,0.003932,-1.272414,7.992139,0.003812,-1.273836,7.703629,0.003922,-1.290805,7.75286,0.003895,-1.292074
0.5275,-0.655178,-1.698645,-0.114657,0.087298,-0.008217,0.002688,0.047677,-0.008146,0.067921,0.99652,0.028812,-0.022758,9.968065,0.010453,0.190964,1.282024,-3.983164,1.350303,0.713795,1166.4086,1188.37576,1169.19096,1180.82006,-557.065698,-956.140291,212.741296,70.226621,164.047829,-0.001199,-0.022184,7.861786,-0.002856,-0.009157,-0.000469,7.195071,0.00256,-1.419967,7.348172,0.002518,-1.419795,7.201058,0.002554,-1.422001,7.281638,0.002534,-1.421829
0.58,-0.645715,0.652032,-0.352911,-0.004302,0.025449,-0.004937,0.048811,-0.007911,0.068157,0.996448,0.10848,-0.036357,9.410027,0.004516,0.150486,1.276598,-3.984711,1.352595,0.781573,1126.6748,1138.81786,1126.51062,1134.90695,-1292.36313,-1267.51556,155.707553,-171.943444,164.26263,-0.000417,-0.016648,7.251234,-0.001774,-0.005497,-0.000155,6.911574,0.002066,-1.453441,6.999826,0.002034,-1.453674,6.911089,0.002067,-1.453343,6.97306,0.002041,-1.453576
0.675,-1.152233,0.338917,0.814557,-0.075704,0.046005,0.006498,0.048702,-0.004853,0.068673,0.996437,0.020508,0.037872,8.200341,-0.020574,0.064452,1.184045,-3.987512,1.350868,0.899856,1063.66475,1073.46048,1056.05187,1070.88966,-249.25395,-661.441044,240.200407,100.466601,164.514732,0.002215,-0.006522,6.444005,-0.002933,-0.006323,0.000184,6.534718,0.00095,-1.516115,6.608987,0.000955,-1.514979,6.493049,0.000963,-1.51505,6.602686,0.000963,-1.513899
0.755,0.581508,0.154848,-0.029675,-0.14306,0.024665,0.018598,0.044754,-0.003956,0.068595,0.996632,0.090317,-0.03524,7.621293,-0.03235,-0.008725,1.036613,-3.990131,1.344418,0.988736,1019.77646,1022.68782,1018.31088,1036.56735,-600.303918,-361.844477,-166.406526,-1331.48162,164.614638,0.003219,0.001234,6.006402,0.004651,-0.005236,0.000557,6.337241,0.000517,-1.538349,6.36065,0.0005,-1.539264,6.349153,0.00057,-1.534106,6.480219,0.000545,-1.534931
0.7775,-1.653014,1.109195,-0.88826,-0.131944,0.041853,-0.001487,0.043359,-0.003929,0.068592,0.996693,0.129476,-0.074349,7.422842,-0.033294,-0.029602,0.985575,-3.990985,1.3418,1.011465,1006.99649,1020.91764,1002.73428,1010.94782,-93.248248,-222.103623,-710.149268,-543.279726,164.641228,0.003308,0.003242,5.864289,-0.003554,-0.005447,-0.000212,6.286991,0.000733,-1.523101,6.389724,0.000726,-1.522628,6.27757,0.000733,-1.522032,6.340263,0.00073,-1.521538
0.8975,-1.111421,-0.567508,0.986268,-0.18699,0.03698,0.006888,0.031939,-0.002201,0.069185,0.99709,0.017342,0.01108,6.878184,-0.047915,-0.125822,0.660699,-3.994231,1.323858,1.109736,960.362648,975.786244,959.015003,978.305849,210.607448,52.397491,-644.487328,-278.693365,164.787816,0.004477,0.012159,5.535051,0.001609,-0.008202,0.00014,6.208135,0.00225,-1.368442,6.320879,0.002199,-1.368193,6.227809,0.002261,-1.35634,6.367701,0.002201,-1.355964
1.005,-0.327514,0.010953,0.129315,-0.263878,0.030006,0.018037,0.019445,-0.001385,0.069796,0.997371,0.042287,0.034403,7.146945,-0.04838,-0.181446,0.34524,-3.997078,1.30357,1.162546,971.118467,982.683098,979.447243,990.91181,288.32576,381.428414,400.746357,443.132567,164.679581,0.004538,0.017544,5.84887,0.006805,-0.005643,-1.9e-05,6.524017,0.003113,-1.08847,6.608878,0.003033,-1.089061,6.62377,0.003101,-1.021298,6.707933,0.003022,-1.020952
1.185,1.157062,0.19633,0.099149,-0.203344,0.028902,-0.008311,-0.001493,-0.000836,0.070186,0.997534,-0.042687,-0.057606,8.821843,-0.047086,-0.201528,-0.013345,-4.000914,1.266254,1.187312,1050.03319,1070.00994,1068.13153,1069.38981,738.187229,1228.80816,549.137574,1188.38607,164.120559,0.004785,0.020763,7.083579,0.006018,-0.005638,-0.000746,7.363888,0.003118,-0.043566,7.50768,0.003078,-0.022194,7.533395,0.003059,0.147392,7.54724,0.003074,0.167187
1.245,-0.070587,0.392271,-1.067979,-0.166889,0.025024,0.001901,-0.005683,-0.000534,0.071155,0.997449,0.104461,0.093494,9.255905,-0.046385,-0.189219,-0.061903,-4.002276,1.25402,1.185172,1096.87605,1109.68081,1108.26051,1109.21553,104.307244,1400.18756,742.701518,1420.33274,163.891057,0.004884,0.020172,7.636747,0.003844,-0.003787,-0.000498,7.748434,0.002808,0.213587,7.84267,0.002771,0.232525,7.865221,0.00278,0.366693,7.876214,0.002774,0.38413
1.285,-0.309617,-1.022106,0.159132,-0.198633,-0.040453,0.002848,-0.009387,-0.000678,0.070867,0.997441,0.080552,0.051987,9.641275,-0.044238,-0.176957,-0.076205,-4.002976,1.246488,1.182411,1108.79029,1126.18342,1123.8752,1130.03317,334.013924,-490.153273,1572.63422,428.053766,163.729188,0.004538,0.019234,7.858691,0.006655,-0.006622,-0.000476,7.850116,0.002611,0.307256,7.965264,0.002565,0.276996,7.999649,0.002578,0.486423,8.036,0.002558,0.460693
1.4225,-0.484081,-1.436361,-1.053538,-0.064778,0.035133,0.001386,-0.018242,0.001114,0.071858,0.99725,0.030181,0.068517,11.076551,-0.037342,-0.121548,0.014355,-4.005363,1.224991,1.176022,1192.75797,1213.90627,1194.22009,1202.99029,-36.214957,1668.95546,-460.429243,424.356402,163.303717,0.004305,0.013888,9.016353,-0.002823,-0.009009,-0.000565,8.355003,0.001672,-0.180515,8.507784,0.00164,-0.139384,8.375447,0.001671,-0.081966,8.441326,0.001656,-0.039788
1.6225,1.102819,-1.513991,0.461056,0.01748,-0.013189,0.017873,-0.021518,0.001421,0.072531,0.997133,0.12606,0.029627,9.779216,-0.015407,-0.014102,0.195325,-4.008716,1.211882,1.202071,1124.2612,1134.9594,1133.72878,1151.1273,228.499002,-972.565875,-231.764953,-1339.15479,163.876222,0.001597,0.001451,7.961297,0.009007,-0.00775,0.000266,7.741669,0.000275,-1.467078,7.815162,0.000246,-1.478324,7.805392,0.000307,-1.456183,7.925923,0.000279,-1.466103
1.63,1.955345,-0.597152,-0.276814,0.034735,-0.019871,0.018812,-0.021426,0.001386,0.072564,0.997133,0.11004,0.02474,9.715401,-0.013918,-0.010089,0.194688,-4.008781,1.211871,1.203515,1126.67265,1129.99362,1133.05858,1141.1031,321.963554,-350.418092,26.535937,-1219.13017,163.888764,0.001414,0.000971,7.914574,0.005995,-0.003108,0.000173,7.760862,0.000215,-1.488451,7.781746,0.000189,-1.499165,7.800244,0.000253,-1.476506,7.854289,0.000231,-1.485438
2.185,-2.315024,0.786355,-0.699222,0.101015,-0.030366,-0.008428,0.01002,-0.000705,0.072887,0.997289,0.03929,-0.037766,9.8058,0.031242,0.118044,-0.002392,-4.009017,1.260715,1.24921,1130.92594,1138.05052,1131.58474,1132.60709,386.352618,70.070147,353.283442,524.76382,163.643663,-0.003396,-0.01282,8.032059,-0.002101,-0.002129,-0.000262,7.956119,0.001712,0.117987,8.000833,0.001684,0.081404,7.939865,0.001717,-0.042427,7.943323,0.001698,-0.080745
2.485,1.00763,-0.700813,-0.193763,0.025242,-0.023625,-0.004306,0.021363,-0.004066,0.072103,0.997155,0.049479,0.017209,9.845313,0.017939,0.043659,0.010424,-4.004296,1.287404,1.250571,1127.29846,1141.0328,1136.86285,1144.34579,104.466712,-83.046542,479.324702,-208.904308,163.609935,-0.001969,-0.004703,8.088119,0.004272,-0.005735,-0.000263,7.909368,0.00066,-0.12496,8.002894,0.000644,-0.201893,7.972547,0.000659,-0.224871,8.022185,0.000647,-0.299302
9.765,-1.653765,-2.007829,0.409383,0.004054,-0.009329,-0.018171,0.001253,-0.00365,0.079572,0.996821,0.058338,0.039761,9.84751,-0.00557,-0.007087,-0.005108,-3.993178,1.249872,1.243891,1130.39956,1150.7398,1122.42972,1146.24305,687.289219,483.161859,594.276221,-89.316844,162.371966,0.000563,0.000739,8.09391,-0.004383,-0.01229,0.000177,7.94294,0.000124,0.603898,8.084103,0.000148,0.409773,7.886078,9e-05,0.690586,8.051623,0.000123,0.411985
9.8575,1.107575,-0.127819,1.006149,-0.000294,-0.024026,0.010322,0.000841,-0.004302,0.079508,0.996824,0.147416,0.009249,9.805242,-0.00619,0.000818,3.5e-05,-3.993744,1.24953,1.24371,1140.30401,1134.14037,1127.67523,1150.53921,747.308225,-505.4181,59.259465,-716.096601,162.324186,0.000581,-8.5e-05,8.104506,0.001375,-0.004661,0.001246,8.007495,6.1e-05,0.381498,7.960664,6.5e-05,-0.384523,7.9189,9e-05,0.27683,8.075838,9.1e-05,-0.270857
10.29,0.311471,0.89524,-0.035536,-0.014065,0.113468,0.029298,0.000429,0.008175,0.08007,0.996756,0.139498,0.055116,9.807432,0.020242,0.037824,0.004181,-3.995219,1.258042,1.242357,1135.61809,1130.45762,1129.89053,1155.05322,710.073739,291.136869,92.206235,-1155.77493,162.341066,-0.001834,-0.00401,8.095259,0.006755,-0.005806,0.001265,7.961198,0.000551,-0.342416,7.93998,0.000608,0.073147,7.9232,0.000518,-0.297342,8.115815,0.000564,0.142969
10.4925,-0.116541,0.516314,-0.57864,-0.026149,0.180239,0.021873,-0.004287,0.025204,0.081737,0.996326,0.192453,0.08015,9.86109,0.106138,0.063138,0.018321,-3.985433,1.2699,1.244,1134.6377,1150.16371,1134.28254,1146.88969,-536.802381,371.635962,247.525992,-187.786737,162.41658,-0.010857,-0.006709,8.142661,-0.00126,-0.008296,-0.00017,7.938016,0.001632,-0.283833,8.069105,0.001634,-0.056439,7.939642,0.001582,-0.250734,8.050239,0.001589,-0.013958
10.8125,0.341059,-0.137867,-0.420588,-0.026089,0.172461,-0.001862,-0.011827,0.05241,0.084983,0.994938,0.090915,0.037171,10.064559,0.361523,0.121081,0.090314,-3.919765,1.310478,1.252178,1146.74663,1158.93792,1149.86658,1148.10772,-164.497971,649.594798,68.167221,-82.279794,162.466579,-0.038741,-0.01316,8.240089,-0.002951,-0.002609,-0.000618,7.965529,0.005069,-0.275364,8.072251,0.005014,-0.208078,7.991529,0.00506,-0.262248,8.000296,0.005066,-0.194593
10.8725,-0.008027,0.606576,0.809728,-0.033855,0.173115,0.006263,-0.013267,0.057648,0.084755,0.994655,0.069374,0.032072,9.961357,0.434494,0.138571,0.110826,-3.897078,1.322366,1.255359,1160.3793,1149.88469,1142.96197,1142.42571,18.487932,73.972573,-592.353411,63.011272,162.459436,-0.046665,-0.015093,8.201824,-0.009078,0.003631,0.000407,8.043811,0.006011,-0.275507,7.9913,0.00607,-0.219193,7.926824,0.006086,-0.262236,7.944246,0.006093,-0.205405
11.4575,2.219683,-0.205358,-0.561183,-0.067515,0.101802,0.0004,-0.033887,0.092503,0.090082,0.99105,-0.216118,-0.080707,10.268185,1.279708,0.345857,0.44008,-3.425589,1.546224,1.316729,1165.82203,1145.54814,1188.01589,1132.685,-216.772911,26.71359,113.06774,251.695157,162.039314,-0.143111,-0.039524,8.194797,0.002851,0.024448,-0.001464,7.809498,0.017514,-0.331201,7.679256,0.017825,-0.320419,7.976146,0.017186,-0.322059,7.599289,0.018026,-0.311211
11.7325,-0.846867,-0.298957,-0.248659,0.019771,0.021268,0.01423,-0.035485,0.097008,0.090123,0.990559,-0.320507,-0.050948,10.126417,1.744679,0.494913,0.609041,-3.018801,1.743533,1.371834,1188.96304,1145.80012,1184.23915,1116.11559,114.664634,440.124634,785.827132,149.574483,162.213323,-0.198331,-0.058308,8.160092,-0.013705,0.035925,-0.001099,7.836759,0.023558,-0.323732,7.535223,0.024454,-0.321987,7.800512,0.023616,-0.326148,7.323088,0.025066,-0.324403
11.8825,1.723796,-0.419259,0.674135,0.010044,-0.018008,0.017811,-0.035062,0.095928,0.090648,0.990626,-0.237376,-0.10093,10.12602,1.997254,0.572649,0.698935,-2.744851,1.879056,1.408257,1180.42148,1123.65358,1186.00979,1114.79194,242.981475,-284.057582,109.771113,-670.142074,162.166175,-0.227516,-0.067911,8.034733,-0.002869,0.04117,-0.000521,7.69818,0.0272,-0.323189,7.295634,0.028585,-0.324292,7.736167,0.027027,-0.324555,7.231721,0.028764,-0.325658
11.89,0.89677,0.667518,-0.064597,0.022503,-0.015376,0.020999,-0.035033,0.095791,0.09065,0.990642,-0.259558,-0.104301,10.103218,2.010491,0.576319,0.70204,-2.730092,1.886359,1.410214,1184.3909,1123.46348,1186.45815,1107.63512,691.817052,272.076275,-39.686072,-1087.97554,162.161779,-0.228978,-0.068377,8.025865,-0.006606,0.044375,-0.000692,7.723993,0.027291,-0.322062,7.292406,0.028784,-0.322962,7.735251,0.027191,-0.324578,7.177445,0.029139,-0.325477
12.945,1.697833,2.439905,-0.14782,0.092702,-0.185128,-0.011276,-0.000769,0.02038,0.089057,0.995818,-0.712437,-0.234324,9.789055,2.963009,0.919206,0.457357,-0.0603,3.250497,1.74884,1169.7917,1076.56147,1193.74156,1039.8758,100.112166,719.127093,-990.960377,403.207348,162.376175,-0.341213,-0.111884,7.960574,-0.006829,0.076024,-0.002156,7.773028,0.041007,-0.138674,7.089111,0.044551,-0.147804,7.928494,0.040212,-0.144424,6.814114,0.046155,-0.153533
12.96,0.998411,-1.262969,0.245256,0.11661,-0.16945,-0.003691,0.000239,0.019228,0.088986,0.995847,-0.678761,-0.22336,9.774238,2.958067,0.917287,0.447713,-0.018755,3.271953,1.753906,1167.7502,1088.393,1174.33733,1048.06705,-273.358385,370.147587,-744.930822,350.986126,162.381697,-0.34045,-0.111739,7.952981,-0.014591,0.064729,-0.001762,7.767167,0.041013,-0.135473,7.183607,0.044001,-0.143837,7.795911,0.040793,-0.142814,6.879216,0.045705,-0.151159
13.02,-0.451771,0.621834,-0.322083,0.110528,-0.227976,-0.000465,0.003985,0.01305,0.088908,0.995946,-0.513786,-0.148414,9.746471,2.949823,0.911032,0.401231,0.146681,3.357311,1.774133,1166.86314,1069.88135,1172.06164,1030.60334,198.538481,21.480855,-673.517989,-485.797438,162.382149,-0.337014,-0.110127,7.85143,-0.014468,0.073275,-0.001584,7.800178,0.040938,-0.119783,7.084297,0.044649,-0.131099,7.820041,0.040758,-0.126816,6.788199,0.046352,-0.138111
13.235,0.400643,0.073204,-0.472723,0.024387,-0.221892,0.007373,0.010722,-0.008724,0.089098,0.995927,-0.760428,-0.251423,9.789227,2.836507,0.856479,0.256648,0.72723,3.654435,1.845178,1161.9023,1079.4882,1183.76289,1028.89697,-222.243359,182.22721,-215.056868,229.330152,162.358613,-0.324156,-0.102918,7.965422,-0.011643,0.073082,-0.002793,7.877079,0.039458,-0.079611,7.265453,0.042475,-0.091173,8.028435,0.038711,-0.081281,6.902337,0.044542,-0.092845
13.2875,0.094508,1.800077,-0.355862,0.042243,-0.155345,0.019632,0.0122,-0.013975,0.08925,0.995836,-0.472214,-0.162597,9.682769,2.791186,0.837791,0.221479,0.864054,3.723865,1.862263,1165.54731,1067.29814,1168.78077,1018.57409,-30.740668,317.76579,-654.371678,219.775749,162.325002,-0.31619,-0.099957,7.861134,-0.017619,0.07516,-0.001978,7.930459,0.038679,-0.070138,7.214476,0.042253,-0.078368,7.947089,0.038523,-0.07311,6.862025,0.044217,-0.081346
13.46,1.612616,0.946789,-0.473473,0.040356,-0.171951,0.003642,0.016457,-0.028776,0.088459,0.995528,-0.539517,-0.178413,9.748926,2.617778,0.784106,0.115282,1.298101,3.943438,1.915197,1164.95675,1070.56219,1180.17244,1024.33426,380.585619,524.621524,-209.938851,-161.716759,162.248063,-0.296333,-0.093101,7.956888,-0.012374,0.075798,-0.002324,8.020055,0.036283,-0.03572,7.330001,0.039485,-0.0455,8.121642,0.035806,-0.038674,6.995673,0.041256,-0.048453
13.4625,1.498573,1.053845,-0.618846,0.045927,-0.168721,0.001354,0.016547,-0.028986,0.088444,0.995522,-0.53495,-0.175133,9.7455,2.615025,0.7833,0.113981,1.304167,3.946509,1.915933,1165.67087,1072.03156,1179.25342,1023.92466,210.510348,648.641368,-501.176809,-159.236077,162.24887,-0.29604,-0.093025,7.959894,-0.013622,0.075438,-0.002346,8.026537,0.03622,-0.035174,7.342254,0.039385,-0.044783,8.115664,0.0358,-0.038532,6.993708,0.041231,-0.048139
13.5775,-0.419494,0.217794,-0.243852,0.035289,-0.169885,0.000126,0.019189,-0.038908,0.088461,0.995134,-0.493989,-0.158461,9.674499,2.473694,0.738623,0.048778,1.57564,4.083486,1.948558,1160.11721,1070.57244,1170.23198,1024.9719,12.620117,-216.357097,128.73955,72.491305,162.310064,-0.278006,-0.086868,7.914882,-0.01387,0.071112,-0.002126,8.045429,0.034419,-0.012372,7.39046,0.037298,-0.022615,8.111566,0.034121,-0.0151,7.06159,0.038957,-0.025343
13.6175,-0.788503,-0.169266,0.478911,0.025134,-0.178188,-0.009239,0.020287,-0.042191,0.088083,0.995012,-0.515671,-0.162028,9.653905,2.420828,0.72612,0.026977,1.666392,4.12931,1.959279,1156.69116,1077.15413,1163.03929,1026.13842,334.127144,-354.285297,-108.078623,343.579387,162.320972,-0.271505,-0.085107,7.904654,-0.016985,0.066003,-0.002243,8.040846,0.03379,-0.004173,7.455968,0.036279,-0.015155,8.081781,0.033629,-0.006154,7.090291,0.038109,-0.017129
13.715,0.531925,0.194509,0.32555,0.040233,-0.156468,-0.00059,0.022647,-0.05085,0.087973,0.994566,-0.541621,-0.195802,9.642101,2.278269,0.684117,-0.026945,1.878954,4.236632,1.983674,1151.41421,1081.7765,1165.05522,1032.43058,-607.13927,355.108429,-607.208362,297.553525,162.24383,-0.254652,-0.079728,7.908169,-0.013528,0.060947,-0.002503,8.067932,0.031955,0.018115,7.547934,0.034011,0.007874,8.155463,0.031582,0.014738,7.189426,0.035639,0.004497
13.94,-0.464646,0.065992,0.9281,0.031648,-0.093885,0.017498,0.027633,-0.065135,0.087355,0.993661,-0.373412,-0.174391,9.760798,1.909641,0.57766,-0.100438,2.317022,4.458219,2.030059,1158.38685,1089.10039,1157.58012,1043.97298,639.011484,53.872477,140.366518,229.715364,162.180727,-0.211327,-0.066289,7.88395,-0.017122,0.054898,-0.001815,8.210232,0.026644,0.055432,7.704941,0.02835,0.048107,8.19779,0.026618,0.052363,7.379329,0.029526,0.045024
